Message,Datetime
將軍澳道往將軍澳，近康華苑對開意外清場，消散中龍尾：觀塘繞道近勵業街。,2015-03-03 HKT 19:40
受意外影響，將軍澳道往將軍澳，近康華苑至觀塘繞道近勵業街一帶仍然擠塞。,2015-03-03 HKT 19:25
東區海底隧道往九龍，龍尾：嘉華國際中心。 ,2015-03-03 HKT 19:05
將軍澳道往將軍澳，近康華苑對開快線有意外，龍尾：觀塘繞道近麗港城。,2015-03-03 HKT 19:00
何文田梭椏道近艷馬道因爆水管而封閉的行車線，現已重開。,2015-03-03 HKT 18:55
沙頭角公路往粉嶺，近龍躍頭段的意外清場，龍尾有待消散。,2015-03-03 HKT 18:38
荃灣大涌道迴旋處往九龍，在迴旋處的意外清場，但一帶仍然多車。,2015-03-03 HKT 18:20
東區海底隧道往九龍，龍尾：東港中心；獅子山隧道往沙田，龍尾：油站。,2015-03-03 HKT 18:05
長青隧道往屯門方向的『間封』措施取消。,2015-03-03 HKT 17:55
較早前長青公路往屯門，近青馬交匯處曾經有有意外，現已清場，交通回復正常。,2015-03-03 HKT 17:45
荃灣大涌道迴旋處往九龍，在迴旋處左1、2線受阻，龍尾：荃灣路。,2015-03-03 HKT 17:30
受意外影響，長青隧道往屯門要改為『間歇性通車』。,2015-03-03 HKT 17:15
龍翔道往荃灣，近黃大仙中心對開的壞車已經離開，但龍尾仍然有待消散。,2015-03-03 HKT 17:10
獅子山隧道的九龍入口往沙田，交通回復正常。,2015-03-03 HKT 17:00
長青公路往屯門，近青馬交匯處中線有意外，龍尾：長青隧道出口。,2015-03-03 HKT 16:50
獅子山隧道的沙田出口較早前有意外，影響九龍入口往沙田擠塞，龍尾：浸會橋面。,2015-03-03 HKT 16:35
龍翔道往荃灣，近黃大仙中心對開慢線有壞旅遊巴阻路，龍尾：鑽石山港鐵站。,2015-03-03 HKT 16:25
堅拿道天橋過海多車，龍尾：香港仔隧道灣仔出口。,2015-03-03 HKT 16:16
灣仔堅拿道天橋南行往禮頓道支路，較早前曾經有壞車阻路，一帶交通略為擠塞。,2015-03-03 HKT 16:05
告士打道東行往紅磡海底隧道方向，近新鴻基中心對開的壞車已經離開，但一帶仍然車多行車緩慢。,2015-03-03 HKT 15:50
太子道西天橋往旺角，近世運公園慢線意外清場，交通回復正常。,2015-03-03 HKT 15:35
觀塘道東行往油塘方向，近同仁街的意外清場，一帶交通回復正常。,2015-03-03 HKT 15:30
太子道西天橋往旺角，近世運公園慢線有意外，一帶多車。,2015-03-03 HKT 15:25
觀塘道東行往油塘方向，近同仁街有意外，龍尾：牛頭角港鐵站。,2015-03-03 HKT 14:50
告士打道東行往紅磡海底隧道方向，近新鴻基中心對開中線有壞車阻路，龍尾：演藝學院。,2015-03-03 HKT 14:40
彩虹道242號東行，近采頤花園對開較早前因壞巴士阻路，一帶曾經擠塞，現已回復正常。,2015-03-03 HKT 14:20
何文田梭椏道因爆水管，往亞皆老街方向近艷馬道快線封閉。,2015-03-03 HKT 14:05
告士打道東行過海，龍尾：華潤大廈。,2015-03-03 HKT 13:55
大埔林村有許願節活動，由現在至1900，介乎林村鄉排樓至林村鄉公所的一段林村鄉公所路會臨時時封閉。,2015-03-03 HKT 13:40
為配合渠務工程，介乎長沙灣保安道至順寧道的一段長發街臨時封閉，禁止所有車輛駛入。,2015-03-03 HKT 13:29
堅拿道天橋往海底隧道，龍尾：橋面燈位。,2015-03-03 HKT 13:00
公主道往紅隧，龍尾：康莊道橋面。,2015-03-03 HKT 12:45
受較早前水管爆裂影響，旺角梭椏道往亞皆老街方向，近艷馬道對開一段快線仍然封閉。,2015-03-03 HKT 12:25
東九龍走廊往紅隧，龍尾：蕪湖街。,2015-03-03 HKT 12:05
受較早前水管爆裂影響，牛頭角道往觀塘方向，近淘大花園的慢線仍然封閉。,2015-03-03 HKT 11:45
渡船街天橋往加士居道，近駿發花園一段車多，龍尾：果欄。,2015-03-03 HKT 11:25
加士居道往紅隧，龍尾：果欄。,2015-03-03 HKT 11:05
較早前水管爆已清理，九龍城賈炳達道往新蒲崗方向，近獅子石道對開一段快線解封。,2015-03-03 HKT 10:48
較早前清水灣道近銀線灣道迴旋處交通意外已清理，一帶車龍有待消散。,2015-03-03 HKT 10:25
告士打道東行往紅隧，龍尾：灣仔運動場。,2015-03-03 HKT 10:05
清水灣道近銀線灣道迴旋處有交通意外，影響到清水灣道往西貢方向，現場實施單線雙程行車，影響一帶交通非常擠塞。,2015-03-03 HKT 09:49
清水灣道近銀線灣道迴旋處有交通意外，影響到清水灣道往西貢方向全線封閉，另外清水灣道往坑口方向車多擠塞。,2015-03-03 HKT 09:28
公主道往紅隧，龍尾：康莊道橋面。,2015-03-03 HKT 09:15
東區海底隧道九龍入口，龍尾：滙景花園。,2015-03-03 HKT 09:00
屯門公路往九龍，近小欖一段擠塞，龍尾：掃管笏。,2015-03-03 HKT 08:45
東區海底隧道九龍入口車多，龍尾：匯景花園。,2015-03-03 HKT 08:35
大埔公路往九龍方向，近大圍一段擠塞，龍尾：駿景園。,2015-03-03 HKT 08:20
大老山隧道，沙田入口擠塞，龍尾：石礦場。,2015-03-03 HKT 08:05
獅子山隧道公路往九龍，龍尾：新田圍邨。,2015-03-03 HKT 07:50
將軍澳隧道出觀塘擠塞，龍尾：電話機樓。,2015-03-03 HKT 07:35
公主道往紅隧，龍尾：康莊道橋面。,2015-03-03 HKT 07:20
受較早前水管爆裂影響，牛頭角道往觀塘方向，近淘大花園的慢線仍然封閉。,2015-03-03 HKT 07:05
較早前爆水管已清理，元朗宏業西街介乎良業街至喜業街一段，來回方向全線解封。,2015-03-03 HKT 06:50
港鐵寶琳站附近有信號故障，將軍澳綫的列車服務受延誤。,2015-03-04 HKT 20:55
受較早前的『突發事故』影響，東區走廊近銅鑼灣避風塘段來往方向暫時不能通車。興發街的車輛不能左轉維園道。清風街天橋西行往維園道方向，暫時要改道行駛。,2015-03-04 HKT 20:40
鴨脷洲利南道近利景街交界因爆水管，利景街暫時不能通車。,2015-03-04 HKT 20:05
土瓜灣馬頭圍道、浙江街交界往尖沙咀意外清場，交通回復正常。,2015-03-04 HKT 19:55
香港仔隧道往紅磡海底隧道方向的『間封』措施取消。,2015-03-04 HKT 19:40
土瓜灣馬頭圍道、浙江街交界往尖沙咀方向有意外，龍尾：天光道。,2015-03-04 HKT 19:30
將軍澳道下行，近翠屏南邨快線意外清場，消散中龍尾：將軍澳隧道的將軍澳入口。,2015-03-04 HKT 19:20
荃灣路往屯門，近荃灣西站慢線意外清場，交通回復正常。,2015-03-04 HKT 19:15
將軍澳道下行，近翠屏南邨快線意外清場，消散中龍尾：寶順路。,2015-03-04 HKT 19:10
鴨脷洲利南道近利景街交界因爆水管，利景街暫時不能通車。,2015-03-04 HKT 19:05
土瓜灣馬頭圍道往尖沙咀方向，近浙江街的意外清場，一帶交通回復正常。,2015-03-04 HKT 19:00
荃灣路往屯門，近荃灣西站慢線有意外，龍尾：晉升工廠大廈。,2015-03-04 HKT 18:50
龍翔道往荃灣，近鳳舞街有意外，龍尾：觀塘道近九龍灣。,2015-03-04 HKT 18:45
將軍澳道下行，近翠屏南邨快線有意外，龍尾：寶順路。,2015-03-04 HKT 18:30
土瓜灣馬頭圍道往尖沙咀方向，近浙江街有意外，龍尾：落山道。,2015-03-04 HKT 18:17
受較早前的『突發事故』影響，清風街、興發街、維園道支路曾經封閉，現時清風街、興發街的封路重開，但一帶的交通十分擠塞。,2015-03-04 HKT 18:00
受清風街、維園道支路封路影響，英皇道西行擠塞，龍尾：健康西街。,2015-03-04 HKT 17:50
龍翔道往荃灣，近彩虹邨上橋位的壞車已經離開，消散中龍尾：觀塘道近九龍灣。,2015-03-04 HKT 17:40
窩打老道往沙田，近九龍塘會意外清場，一帶只是多車。,2015-03-04 HKT 17:36
受清風街、維園道支路封路影響，英皇道西行近炮台山段的交通較擠塞。,2015-03-04 HKT 17:30
龍翔道往荃灣，近彩虹邨上橋位有壞車阻路，龍尾：觀塘道近定安街。,2015-03-04 HKT 17:15
銅鑼灣清風街、維園道支路有『突發事故』，暫時一帶不能通車。一帶的交通十分擠塞。,2015-03-04 HKT 17:11
太子道東往紅磡，近舊機場油站對開意外清場，一帶交通回復正常。,2015-03-04 HKT 17:10
窩打老道往沙田，近九龍塘會中線有意外，龍尾：勞工子弟中學。,2015-03-04 HKT 17:05
東區海底隧道往九龍，管道內曾經有壞車阻路，消散中龍尾：柯達大廈。,2015-03-04 HKT 17:01
今晚跑馬地馬場有賽馬活動，開賽前一個半小時，黃泥涌道南行近皇后大道東至馬會上斜段會封閉。皇后大道東東行前往灣仔及跑馬地、摩理臣山道南行前往跑馬地、海底隧道前往皇后大道東則分別有改道措施。,2015-03-04 HKT 16:45
太子道東往紅磡，近舊機場油站對開中、快線有意外，龍尾：彩虹邨。,2015-03-04 HKT 16:25
受東區走廊西行近維園道的封路影響，英皇道西行近炮台山段的交通較擠塞。,2015-03-04 HKT 16:15
受『突發事故』影響，東區走廊往中環，近維園道落橋位暫時封閉，不能通車。另外，興發街、清風街的車輛暫時不能轉往維園道。,2015-03-04 HKT 16:10
東區走廊往中環，近維園道落橋位有『突發事故』，暫時一帶不能通車。,2015-03-04 HKT 15:51
受多車影響，香港仔隧道往紅磡海底隧道及往灣仔的支路要改為『間歇性通車』。,2015-03-04 HKT 15:45
窩打老道九龍塘段多車，往沙田方向龍尾：亞皆老街。,2015-03-04 HKT 15:25
堅拿道天橋過海及往灣仔的支路分別多車，龍尾：香港仔隧道灣仔出口。,2015-03-04 HKT 15:10
較早前太子道東往觀塘，近景泰街的意外清場，一帶只是多車。,2015-03-04 HKT 14:55
西區薄扶林道往中環，近蒲飛路有臨時工程，現時一帶較塞車。,2015-03-04 HKT 14:45
太子道東往觀塘，近景泰街快線有意外，龍尾：打鼓嶺道。,2015-03-04 HKT 14:30
鴨脷洲利南道近利景街交界因爆水管，該段利南道暫時不能通車。,2015-03-04 HKT 14:15
大埔林村有許願節活動，由現在至1900，介乎林村鄉排樓至林村鄉公所的一段林村鄉公所路會臨時時封閉。,2015-03-04 HKT 14:00
配合港鐵南港島線東段工程，由現在至1500，鴨脷洲橋道北行近鴨脷洲徑交界，有間歇性封路措施。,2015-03-04 HKT 13:45
公主道往紅隧，龍尾：康莊道橋面。,2015-03-04 HKT 13:30
為配合渠務工程，介乎長沙灣保安道至順寧道的一段長發街臨時封閉，禁止所有車輛駛入。,2015-03-04 HKT 13:15
西區薄扶林道往中環，近寶翠園對開快線有修路工程，龍尾：士美菲路。,2015-03-04 HKT 13:00
較早前界限街往觀塘方向，近瑪利諾修院學校的交通意外已清理，交通回復正常。,2015-03-04 HKT 12:42
較早前暢運道往佐敦方向，近科學館道的交通意外已清理，交通回復正常。,2015-03-04 HKT 12:27
界限街往觀塘方向，近瑪利諾修阮學校有交通意外，龍尾：基堤道。,2015-03-04 HKT 12:15
告士打道東行往紅隧，龍尾：華潤大廈。,2015-03-04 HKT 12:00
暢運道往佐敦方向，近科學館道有交通意外，一段輕微擠塞。,2015-03-04 HKT 11:40
東九龍走廊往紅隧，龍尾：蕪湖街。,2015-03-04 HKT 11:30
較早前受高空墮物影響而封閉的，旺角通菜街近先達廣場對開全線已解封。,2015-03-04 HKT 11:16
堅拿道天橋往海底隧道，龍尾：馬會大樓。,2015-03-04 HKT 11:00
加士居道往紅隧，龍尾：渡船街果欄。,2015-03-04 HKT 10:45
西區薄扶林道往中環，近寶翠園對開有修路工程，龍尾：士美菲路。,2015-03-04 HKT 10:36
香港仔隧道往紅磡海底隧道方向的『間封』措施取消。,2015-03-04 HKT 10:16
較早前受爆水管影響而封閉的，皇后大道東往中環方向，近堅尼地道慢線已解封。,2015-03-04 HKT 10:06
較早前將軍澳道往觀塘方向，近啟田道慢線的交通意外已清理，交通回復正常。,2015-03-04 HKT 09:56
受爆水管影響，皇后大道東往中環方向，近堅尼地道的慢線已封閉，龍尾：黃泥涌道。,2015-03-04 HKT 09:50
公主道往紅隧，龍尾：愛民邨。,2015-03-04 HKT 09:45
干諾道中東行往灣仔近大會堂一段擠塞，龍尾：國際金融中心。,2015-03-04 HKT 09:30
將軍澳道往觀塘方向，近啟田道慢線有交通意外，龍尾：將軍澳隧道公路近電話機樓。,2015-03-04 HKT 09:15
受較早前水管爆裂影響而封閉的，牛頭角道往觀塘方向，近淘大花園的慢線已解封。,2015-03-04 HKT 09:06
受高空墮物事故影響，旺角通菜街近先達廣場對開全線封閉。,2015-03-04 HKT 09:04
受爆水管影響，皇后大道東往中環方向，近堅尼地道的慢線已封閉，龍尾：香港仔隧道，影響到現時黃竹坑道往香港仔隧道方向非常擠塞，龍尾：逸港居，現時香港仔隧道往灣仔方向非常擠塞，快及慢線實施間歇性封閉。,2015-03-04 HKT 08:45
較早前龍翔道往荃灣方向，近彩虹邨落橋位第二及三線的交通意外已清理，消散中龍尾：啟業邨。,2015-03-04 HKT 08:31
較早前西沙路往西貢，近企嶺下新圍的交通意外已清理，交通回復正常。,2015-03-04 HKT 08:25
較早前漆咸道北往尖沙咀方向，近蕪湖街第三線的交通意外已清理，消散中龍尾：浙江街。,2015-03-04 HKT 08:23
龍翔道往荃灣方向，近彩虹邨落橋位第二及三線有交通意外，一帶車多。,2015-03-04 HKT 08:19
漆咸道北往尖沙咀方向，近蕪湖街的第三線有交通意外，龍尾：鶴園街。,2015-03-04 HKT 08:09
西沙路往西貢，近企嶺下新圍有交通意外，一帶車多。,2015-03-04 HKT 07:50
較早前受爆水管影響，皇后大道東往中環方向，近堅尼地道的慢線仍然封閉，龍尾：司徒拔道。,2015-03-04 HKT 07:42
獅子山隧道公路往九龍，龍尾：新田圍邨。,2015-03-04 HKT 07:31
將軍澳隧道出觀塘擠塞，龍尾：電話機樓。,2015-03-04 HKT 07:15
受爆水管影響，皇后大道東往中環方向，近堅尼地道的慢線已封閉。,2015-03-04 HKT 07:00
受較早前水管爆裂影響，牛頭角道往觀塘方向，近淘大花園的慢線仍然封閉。,2015-03-04 HKT 06:45
受水務急修影響，屯喜路往元朗方向，近屯興路一段全線封閉。,2015-03-05 HKT 20:10
較早前屯門公路往屯門方向，近深井快線意外清場，交通回復正常。,2015-03-05 HKT 19:50
今晚灣仔分域街有水務工程，2200至明早0600期間，分域街一帶由雙程行車改為單程北行。,2015-03-05 HKT 19:45
觀塘道往油塘方向，近開源道迴旋處一段擠塞，龍尾：牛頭角港鐵站。,2015-03-05 HKT 19:30
屯門公路往屯門方向，近深井快線有交通意外，一帶擠塞。,2015-03-05 HKT 19:21
較早前夏愨道往上環方向，近落橋位快線的交通意外已清理，車龍有待消散。,2015-03-05 HKT 19:20
旺角康樂街有緊急水務工程，介乎旺角道至快富街段封閉。,2015-03-05 HKT 19:15
大老山隧道九龍入口，龍尾：龍翔道橋面。,2015-03-05 HKT 19:00
夏愨道往上環方向，近落橋位快線有交通意外，龍尾：告士打道近史釗域道。,2015-03-05 HKT 18:42
東區海底隧道港島入口，龍尾：東港中心。,2015-03-05 HKT 18:30
受爆水管影響，屯喜路往元朗方向，近屯興路一段全線封閉。,2015-03-05 HKT 18:14
干諾道中東行往灣仔方向，近大會堂一段車多，龍尾：國際金融中心。,2015-03-05 HKT 18:05
較早前龍翔道往荃灣方向，近黃大仙中心對開中線的交通意外已清理，消散中龍尾：啟業邨。,2015-03-05 HKT 17:54
龍翔道往荃灣方向，近黃大仙中心對開中線有交通意外，龍尾：星河明居。,2015-03-05 HKT 17:43
較早前半山柏道近聖士提反女子中學的交通意外已清理，車龍有待消散。,2015-03-05 HKT 17:39
